code-barres,"date création exemplaire","date dernier retour exemplaire","nb prêts","code collection",lib1,lib2,lib3,lib4
C0004840258,2009-04-07,2015-05,93,JABEFAE,Jeunesse,Albums,"Albums pour enfants",
C0005565245,2012-05-23,,25,J09,Jeunesse,BD,,
C0004578631,2008-04-16,2015-06,98,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0005496297,2012-02-25,2015-03,41,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0004607561,2008-06-06,2016-05,111,JCIFEF1,Jeunesse,Cinéma,Films,"A partir de 6 ans"
C0004626036,2008-05-06,2016-04,44,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0004626167,2008-05-06,,12,J01,Jeunesse,Romans,Romans,
C0004687171,2008-05-07,2015-02,36,JDT50ZZ,Jeunesse,Documentaires,"Sciences / Animaux (enfants)",
C0004686696,2008-05-07,2014-10,36,JDT50ZZ,Jeunesse,Documentaires,"Sciences / Animaux (enfants)",
C0004628321,2008-05-13,2015-02,35,JABEFAE,Jeunesse,Albums,"Albums pour enfants",
C0004627375,2008-05-17,2016-04,38,JABEFAE,Jeunesse,Albums,"Albums pour enfants",
C0005410545,2012-06-23,2016-09,38,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005839353,2013-08-20,2015-10,15,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0004691811,2008-05-30,2015-05,12,JDT70ZZ,Jeunesse,Documentaires,"Activités manuelles / Arts (enfants)",
C0004691984,2008-05-31,,,JROROZZ,Jeunesse,Romans,"Romans pour enfants",
C0004691243,2008-06-04,2016-06,11,JABLPZZ,Jeunesse,Albums,"Livres précieux",
C0004722701,2008-08-19,2015-06,66,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0005794744,2014-06-19,2016-11,12,JBDMGZZ,Jeunesse,"Bandes dessinées",Mangas,
C0005854684,2014-01-21,2016-04,11,JBDMGZZ,Jeunesse,"Bandes dessinées",Mangas,
C0005499519,2012-05-18,2014-10,11,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0004722620,2008-08-19,2016-09,67,JBDMGZZ,Jeunesse,"Bandes dessinées",Mangas,
C0004722866,2008-08-19,2014-11,52,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0005552542,2012-09-20,2016-10,23,JBDMGZZ,Jeunesse,"Bandes dessinées",Mangas,
C0004685446,2008-08-14,2014-09,44,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0004721886,2008-08-16,2016-10,17,JBDMGZZ,Jeunesse,"Bandes dessinées",Mangas,
C0004633601,2008-06-18,2016-04,102,JBDSRZZ,Jeunesse,"Bandes dessinées",Séries,
C0004633431,2008-06-18,2016-09,81,JBDPBZZ,Jeunesse,"Bandes dessinées","Premières BD",
C0004633376,2008-06-18,2016-08,93,JBDSRZZ,Jeunesse,"Bandes dessinées",Séries,
C0004693936,2008-06-18,2014-11,93,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0004694128,2008-06-19,,61,J09,Jeunesse,BD,,
C0005548828,2013-07-30,2016-02,33,JBDSRZZ,Jeunesse,"Bandes dessinées",Séries,
C0004693805,2008-06-19,2016-05,118,JBDSRZZ,Jeunesse,"Bandes dessinées",Séries,
C0006017170,2014-05-13,2016-05,29,JBDSRZZ,Jeunesse,"Bandes dessinées",Séries,
C0004584991,2008-06-26,2015-03,16,JABEFAE,Jeunesse,Albums,"Albums pour enfants",
C0004695360,2008-06-26,2015-06,32,JDTPFZZ,Jeunesse,Documentaires,"Documentaires pour petits enfants",
C0004634550,2008-07-04,2014-12,60,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0004635572,2008-07-04,2015-12,33,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0004635564,2008-07-04,2016-04,10,JABCTEF,Jeunesse,Albums,"Contes pour enfants",
C0005565948,2012-06-02,2014-11,24,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0004635611,2008-07-04,2015-04,51,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005194197,2011-04-30,2016-06,50,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0004635603,2008-07-04,2016-05,36,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0004619128,2008-09-05,2015-11,51,JCIFEF1,Jeunesse,Cinéma,Films,"A partir de 6 ans"
C0004698091,2008-09-12,2016-01,29,JBDPBZZ,Jeunesse,"Bandes dessinées","Premières BD",
C0004728969,2008-09-12,2016-04,93,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0004728799,2008-09-12,2016-04,110,JBDSRZZ,Jeunesse,"Bandes dessinées",Séries,
C0004941452,2009-10-23,2015-02,39,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0004698148,2008-09-12,2016-05,37,JBDCMZZ,Jeunesse,"Bandes dessinées",Comics,
C0004940993,2009-10-20,,64,J09,Jeunesse,BD,,
C0005208742,2011-11-10,,38,J09,Jeunesse,BD,,
C0002496207,2005-03-24,,44,J04,Jeunesse,Albums,"Albums enfants",
C0004727183,2008-09-06,,35,J05,Jeunesse,Albums,"Albums Petits enfants",
C0005410651,2012-06-23,2016-04,33,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0002421553,2005-03-24,2016-04,79,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0004733794,2008-09-27,2015-06,15,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0004747785,2008-10-02,2015-04,39,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0004729428,2008-10-10,,13,J05,Jeunesse,Albums,"Albums Petits enfants",
C0004739229,2008-10-18,2014-10,63,JDTPFZZ,Jeunesse,Documentaires,"Documentaires pour petits enfants",
C0004738867,2008-10-18,,21,J11,Jeunesse,Documentaires,,
C0004738972,2008-10-18,,17,J04,Jeunesse,Albums,"Albums enfants",
C0004739017,2010-05-28,2015-12,25,JDTPFZZ,Jeunesse,Documentaires,"Documentaires pour petits enfants",
C0005165570,2013-04-27,2015-10,35,JABEFAE,Jeunesse,Albums,"Albums pour enfants",
C0004751768,2008-11-08,2016-06,69,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0004746894,2008-11-04,2016-06,34,JABEFAE,Jeunesse,Albums,"Albums pour enfants",
C0004752285,2008-11-08,2016-06,39,JABCTEF,Jeunesse,Albums,"Contes pour enfants",
C0005558162,2013-06-12,2015-10,8,JRORMZZ,Jeunesse,Romans,"Premiers romans",
C0004752332,2008-11-08,2016-11,36,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0004528026,2008-10-31,2016-04,58,JABEFAE,Jeunesse,Albums,"Albums pour enfants",
C0005189029,2011-04-09,2014-08,30,JABLPZZ,Jeunesse,Albums,"Livres précieux",
C0004747222,2008-11-05,,66,J05,Jeunesse,Albums,"Albums Petits enfants",
C0005139202,2014-04-11,2016-01,17,JROROZZ,Jeunesse,Romans,"Romans pour enfants",
C0004741022,2008-11-05,2016-05,15,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0004747329,2008-11-05,2016-07,67,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0004751792,2008-11-08,,37,J05,Jeunesse,Albums,"Albums Petits enfants",
C0004751899,2008-11-08,2016-03,37,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0004752065,2008-11-08,2015-01,42,JABEFAE,Jeunesse,Albums,"Albums pour enfants",
C0004743731,2008-11-07,2016-06,69,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0004743139,2008-11-07,2015-01,33,JROROZZ,Jeunesse,Romans,"Romans pour enfants",
C0005461899,2012-03-22,2015-10,31,JDT50ZZ,Jeunesse,Documentaires,"Sciences / Animaux (enfants)",
C0005334612,2011-11-22,2016-06,64,JABEFAE,Jeunesse,Albums,"Albums pour enfants",
C0004751857,2008-11-14,2014-12,38,JDTPFZZ,Jeunesse,Documentaires,"Documentaires pour petits enfants",
C0004756352,2008-11-22,2016-06,58,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0004754392,2008-11-22,2015-12,26,JABEFAE,Jeunesse,Albums,"Albums pour enfants",
C0004756166,2008-11-22,2014-10,32,JABEFAE,Jeunesse,Albums,"Albums pour enfants",
C0004764266,2008-11-29,2015-03,32,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0005499701,2012-05-16,2015-10,32,JBDSRZZ,Jeunesse,"Bandes dessinées",Séries,
C0004764127,2008-11-29,2014-10,91,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0004856461,2009-09-29,2015-11,70,JBDSRZZ,Jeunesse,"Bandes dessinées",Séries,
C0005548927,2013-07-30,2014-11,10,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0005564552,2012-05-04,2016-09,49,JBDSRZZ,Jeunesse,"Bandes dessinées",Séries,
C0004941533,2009-10-23,2016-02,72,JBDSRZZ,Jeunesse,"Bandes dessinées",Séries,
C0004764305,2008-11-29,2015-09,99,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0004764363,2008-11-29,2016-07,50,JBDPBZZ,Jeunesse,"Bandes dessinées","Premières BD",
C0004764208,2008-11-29,2014-10,33,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0004797170,2009-01-16,2014-10,57,JRORMZZ,Jeunesse,Romans,"Premiers romans",
C0004818706,2009-01-17,2015-04,54,JABEFAE,Jeunesse,Albums,"Albums pour enfants",
C0005334735,2011-11-22,2016-09,63,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005823123,2013-11-22,2016-11,27,JABLADT,Jeunesse,Albums,"Albums en langue étrangère",Documentaire
C0005198476,2008-12-19,,22,J05,Jeunesse,Albums,"Albums Petits enfants",
C0004793493,2008-12-26,2015-04,77,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005564705,2012-05-04,,21,J04,Jeunesse,Albums,"Albums enfants",
C0005165083,2013-04-27,,11,J05,Jeunesse,Albums,"Albums Petits enfants",
C0005226237,2011-12-15,2015-01,25,J32,Jeunesse,"Presse jeunesse",,
C0005801947,2014-05-20,2014-11,4,J32,Jeunesse,"Presse jeunesse",,
C0005843671,2014-04-22,2015-06,9,J32,Jeunesse,"Presse jeunesse",,
C0005804559,2014-02-20,2015-03,9,J32,Jeunesse,"Presse jeunesse",,
C0005807468,2014-01-25,2015-03,11,J32,Jeunesse,"Presse jeunesse",,
C0005622894,2013-09-25,2015-03,14,J32,Jeunesse,"Presse jeunesse",,
C0005594054,2012-11-13,2015-07,13,J32,Jeunesse,"Presse jeunesse",,
C0005578764,2012-09-18,2015-08,27,J32,Jeunesse,"Presse jeunesse",,
C0005589449,2012-06-19,2014-11,20,J32,Jeunesse,"Presse jeunesse",,
C0005431441,2012-02-14,2015-01,21,J32,Jeunesse,"Presse jeunesse",,
C0005616503,2011-12-20,2014-11,27,J32,Jeunesse,"Presse jeunesse",,
C0005614011,2011-11-16,2015-05,29,J32,Jeunesse,"Presse jeunesse",,
C0005214701,2011-06-22,2014-10,32,J32,Jeunesse,"Presse jeunesse",,
C0005056755,2011-02-16,2014-09,35,J32,Jeunesse,"Presse jeunesse",,
C0005097256,2010-12-22,2014-10,35,J32,Jeunesse,"Presse jeunesse",,
C0005434511,2012-08-16,2015-06,19,J32,Jeunesse,"Presse jeunesse",,
C0005589456,2012-06-19,2015-05,29,J32,Jeunesse,"Presse jeunesse",,
C0005361915,2012-03-01,2015-01,20,J32,Jeunesse,"Presse jeunesse",,
C0005839261,2013-08-20,2015-04,14,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0004800402,2009-01-17,2016-06,10,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005630837,2013-06-26,2014-09,9,J32,Jeunesse,"Presse jeunesse",,
C0005214379,2011-06-21,2015-03,32,J32,Jeunesse,"Presse jeunesse",,
C0005106657,2011-04-20,2015-01,26,J32,Jeunesse,"Presse jeunesse",,
C0005210498,2011-03-22,2015-01,29,J32,Jeunesse,"Presse jeunesse",,
C0005094711,2010-11-18,2015-01,20,J32,Jeunesse,"Presse jeunesse",,
C0005274557,2010-10-20,2015-11,41,J32,Jeunesse,"Presse jeunesse",,
C0005100538,2010-09-03,2014-10,30,J32,Jeunesse,"Presse jeunesse",,
C0005051103,2010-06-25,2014-08,29,J32,Jeunesse,"Presse jeunesse",,
C0004790990,2009-01-22,2015-01,33,J32,Jeunesse,"Presse jeunesse",,
C0005051608,2010-07-08,2014-09,19,J32,Jeunesse,"Presse jeunesse",,
C0005366637,2012-04-03,2014-09,13,J32,Jeunesse,"Presse jeunesse",,
C0005597161,2012-12-18,2014-11,12,J32,Jeunesse,"Presse jeunesse",,
C0005589678,2012-06-20,2014-09,22,J32,Jeunesse,"Presse jeunesse",,
C0005099460,2011-01-13,2014-09,32,J32,Jeunesse,"Presse jeunesse",,
C0005051802,2010-07-08,2014-09,30,J32,Jeunesse,"Presse jeunesse",,
C0004916651,2009-07-01,2014-12,47,J32,Jeunesse,"Presse jeunesse",,
C0004824723,2009-03-25,2014-12,49,J32,Jeunesse,"Presse jeunesse",,
C0004792227,2009-01-27,2014-11,58,J32,Jeunesse,"Presse jeunesse",,
C0004787442,2009-01-15,2014-09,64,J32,Jeunesse,"Presse jeunesse",,
C0005630974,2013-06-25,2015-06,19,J32,Jeunesse,"Presse jeunesse",,
C0005378814,2012-12-26,2015-03,26,J32,Jeunesse,"Presse jeunesse",,
C0005612338,2011-11-02,2015-01,43,J32,Jeunesse,"Presse jeunesse",,
C0005093634,2010-11-03,2015-01,60,J32,Jeunesse,"Presse jeunesse",,
C0004988705,2010-03-31,2015-01,63,J32,Jeunesse,"Presse jeunesse",,
C0005338207,2012-01-28,2014-12,20,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0005242526,2011-09-10,,40,J09,Jeunesse,BD,,
C0004833104,2009-03-03,,55,J09,Jeunesse,BD,,
C0004832514,2009-03-03,,50,J09,Jeunesse,BD,,
C0004832263,2009-03-04,,52,J09,Jeunesse,BD,,
C0004832687,2009-03-03,2015-10,78,JBDSRZZ,Jeunesse,"Bandes dessinées",Séries,
C0004832085,2009-03-04,2016-01,42,JBDSRZZ,Jeunesse,"Bandes dessinées",Séries,
C0004832205,2009-03-04,2016-11,42,JBDSRZZ,Jeunesse,"Bandes dessinées",Séries,
C0005500369,2012-05-23,,18,J09,Jeunesse,BD,,
C0004832988,2009-03-03,2014-09,77,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0004793087,2009-01-22,2015-09,37,JROROZZ,Jeunesse,Romans,"Romans pour enfants",
C0005494101,2012-02-02,2016-09,62,JBDSRZZ,Jeunesse,"Bandes dessinées",Séries,
C0004829058,2009-02-06,2015-10,53,JBDSRZZ,Jeunesse,"Bandes dessinées",Séries,
C0004832043,2009-02-21,2015-04,32,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0004831924,2009-02-21,,5,J05,Jeunesse,Albums,"Albums Petits enfants",
C0004861131,2009-02-21,2015-05,35,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0004831869,2009-02-21,,16,J05,Jeunesse,Albums,"Albums Petits enfants",
C0004832239,2009-02-21,2015-04,34,JROROZZ,Jeunesse,Romans,"Romans pour enfants",
C0005486854,2012-01-26,2014-11,27,JCIFEF1,Jeunesse,Cinéma,Films,"A partir de 6 ans"
C0005647187,2014-01-07,2015-11,7,JDT60ZZ,Jeunesse,Documentaires,"Santé / Cuisine / Jeux et sports (enfants)",
C0004840478,2009-04-01,2016-02,32,JDT70ZZ,Jeunesse,Documentaires,"Activités manuelles / Arts (enfants)",
C0005462827,2012-03-29,2015-02,18,JDTPFZZ,Jeunesse,Documentaires,"Documentaires pour petits enfants",
C0004843751,2009-04-02,,28,J11,Jeunesse,Documentaires,,
C0005061904,2009-10-21,2014-07,83,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0005061742,2009-10-21,2016-06,98,JBDSRZZ,Jeunesse,"Bandes dessinées",Séries,
C0004844707,2009-04-03,2014-10,79,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0004843719,2009-04-03,2016-09,61,JBDPBZZ,Jeunesse,"Bandes dessinées","Premières BD",
C0004845062,2009-04-03,2015-04,51,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0004840290,2009-04-07,2016-02,104,JABEFAE,Jeunesse,Albums,"Albums pour enfants",
C0005448371,2011-12-17,2014-11,44,JABEFAE,Jeunesse,Albums,"Albums pour enfants",
C0005448395,2011-12-17,2015-05,52,JABEFAE,Jeunesse,Albums,"Albums pour enfants",
C0004843604,2009-04-07,2014-12,92,JABEFAE,Jeunesse,Albums,"Albums pour enfants",
C0004843735,2009-04-07,2016-04,108,JABEFAE,Jeunesse,Albums,"Albums pour enfants",
C0005197690,2012-06-21,2015-06,51,JABEFAE,Jeunesse,Albums,"Albums pour enfants",
C0004839697,2009-04-07,2014-10,89,JABEFAE,Jeunesse,Albums,"Albums pour enfants",
C0005179901,2011-06-08,2015-05,72,JABEFAE,Jeunesse,Albums,"Albums pour enfants",
C0004799279,2009-04-07,,87,J04,Jeunesse,Albums,"Albums enfants",
C0004840868,2009-04-07,,86,J04,Jeunesse,Albums,"Albums enfants",
C0004840818,2009-04-07,,85,J04,Jeunesse,Albums,"Albums enfants",
C0005244015,2011-10-05,,22,J05,Jeunesse,Albums,"Albums Petits enfants",
C0004845402,2009-04-10,2014-07,49,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005533145,2012-07-27,,9,J05,Jeunesse,Albums,"Albums Petits enfants",
C0004863638,2009-04-10,2016-12,35,JABEFAE,Jeunesse,Albums,"Albums pour enfants",
C0004845931,2009-04-10,,26,J05,Jeunesse,Albums,"Albums Petits enfants",
C0004846068,2009-04-10,2016-04,63,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0004845591,2009-04-10,2016-04,38,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0004864016,2009-04-10,2014-11,16,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0004845981,2009-04-10,2016-07,27,JDTPFZZ,Jeunesse,Documentaires,"Documentaires pour petits enfants",
C0004837865,2009-04-15,2016-12,27,JBDCMZZ,Jeunesse,"Bandes dessinées",Comics,
C0005321811,2012-01-13,2016-05,44,JRORMZZ,Jeunesse,Romans,"Premiers romans",
C0004864066,2009-04-14,2016-04,32,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0004887187,2009-04-17,2016-04,56,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0004887153,2009-04-18,2016-04,55,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005139147,2014-04-11,2016-03,21,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005495368,2012-02-23,2015-06,27,JABLAFI,Jeunesse,Albums,"Albums en langue étrangère",Fiction
C0004875245,2009-05-26,2014-07,46,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0004890229,2009-07-01,2014-10,19,JROROZZ,Jeunesse,Romans,"Romans pour enfants",
C0004890287,2009-07-01,2014-12,16,JROROZZ,Jeunesse,Romans,"Romans pour enfants",
C0004890295,2009-07-01,,48,J08,Jeunesse,Romans,"Premiers romans",
C0004889799,2009-06-30,2016-04,56,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005840793,2013-08-02,2016-02,26,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0004889919,2009-06-30,2016-07,28,JABCTEF,Jeunesse,Albums,"Contes pour enfants",
C0005166314,2013-05-14,2016-06,29,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0004889537,2009-06-30,2014-09,41,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005238878,2011-09-09,2015-11,32,JBDSRZZ,Jeunesse,"Bandes dessinées",Séries,
C0004900951,2009-06-02,,46,J09,Jeunesse,BD,,
C0004901258,2009-06-02,,65,J09,Jeunesse,BD,,
C0004901321,2009-06-02,2016-11,36,JBDCMZZ,Jeunesse,"Bandes dessinées",Comics,
C0004900854,2009-06-02,2015-07,27,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0005197705,2012-06-21,2016-08,73,JABEFAE,Jeunesse,Albums,"Albums pour enfants",
C0004556760,2009-06-18,2016-10,16,JDT50ZZ,Jeunesse,Documentaires,"Sciences / Animaux (enfants)",
C0004902018,2009-06-12,2016-04,27,JROROZZ,Jeunesse,Romans,"Romans pour enfants",
C0005235244,2011-08-06,2015-06,45,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0004901923,2009-06-12,2016-05,68,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0004902319,2009-06-12,2014-10,48,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0004901672,2009-06-12,2014-11,26,JROROZZ,Jeunesse,Romans,"Romans pour enfants",
C0004902123,2009-06-16,2015-06,27,JROROZZ,Jeunesse,Romans,"Romans pour enfants",
C0004902660,2009-06-12,2014-07,46,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0004901680,2009-06-12,,24,J05,Jeunesse,Albums,"Albums Petits enfants",
C0005410637,2012-06-23,2015-03,27,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005194799,2011-06-29,2015-04,27,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0004902806,2009-06-12,,30,J05,Jeunesse,Albums,"Albums Petits enfants",
C0004915710,2009-07-03,,12,J04,Jeunesse,Albums,"Albums enfants",
C0004915273,2009-06-30,,28,J05,Jeunesse,Albums,"Albums Petits enfants",
C0004915516,2009-06-30,2015-04,47,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0004915605,2009-06-30,2014-11,32,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005244120,2011-10-04,2016-11,60,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005244112,2011-10-04,2015-08,52,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005127221,2010-06-15,2014-09,39,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005298983,2010-10-15,2016-08,46,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005208352,2011-10-05,2016-11,46,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005525271,2013-02-12,,11,J05,Jeunesse,Albums,"Albums Petits enfants",
C0004212421,2006-01-20,2016-04,69,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005385416,2013-01-19,2015-10,31,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005194634,2011-06-29,2015-01,35,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0004456790,2007-04-21,2014-11,79,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005243687,2011-10-04,2014-08,32,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0004890130,2009-07-02,,39,J052,Jeunesse,Albums,"Albums Petits enfants",
C0005878475,2013-06-14,2016-06,20,JROROZZ,Jeunesse,Romans,"Romans pour enfants",
C0004854095,2009-10-02,2014-12,47,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0005197048,2012-02-21,2015-07,35,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0006013134,2014-05-23,2014-09,3,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0005854769,2014-01-21,,3,J09,Jeunesse,BD,,
C0005387885,2013-03-16,2014-08,10,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0005137195,2014-04-08,2016-06,26,JBDSRZZ,Jeunesse,"Bandes dessinées",Séries,
C0004778566,2009-10-06,2014-11,5,JDT40ZZ,Jeunesse,Documentaires,"Langues (enfants)",
C0004778516,2009-10-06,,20,JDT40ZZ,Jeunesse,Documentaires,"Langues (enfants)",
C0005854738,2014-01-21,2015-10,28,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0005263653,2010-06-18,2015-03,66,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0004854891,2009-09-25,2015-01,42,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0005338321,2012-01-28,2015-10,39,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0004939243,2009-09-23,2015-03,45,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0004943941,2012-10-02,2014-08,12,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0004856754,2009-09-30,2016-07,87,JBDSRZZ,Jeunesse,"Bandes dessinées",Séries,
C00050,2009-10-28,2016-03,85,JBDSRZZ,Jeunesse,"Bandes dessinées",Séries,
C0004856526,2009-09-30,,47,J09,Jeunesse,BD,,
C0005195923,2011-09-03,2016-05,43,JBDMGZZ,Jeunesse,"Bandes dessinées",Mangas,
C0005403141,2012-02-14,2015-04,29,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0004848751,2009-08-28,2015-07,20,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0003912565,2009-08-29,2015-10,64,JCIFEF1,Jeunesse,Cinéma,Films,"A partir de 6 ans"
C0004854964,2009-09-09,2015-12,11,JABEFAE,Jeunesse,Albums,"Albums pour enfants",
C0004848191,2009-09-10,2014-11,26,JABEFAE,Jeunesse,Albums,"Albums pour enfants",
C0004855148,2009-09-09,2014-12,28,JDT50ZZ,Jeunesse,Documentaires,"Sciences / Animaux (enfants)",
C0005301299,2009-11-04,2015-01,32,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0004850287,2009-09-12,2016-03,36,JABHLZZ,Jeunesse,Albums,"Contes en livre sonore",
